Training Name: gftg
142,100
142,100
142,100
142,100
122,99
122,99
122,99
122,99
112,99
112,99
112,99
112,99
100,99
100,99
100,99
100,99
94,99
94,99
94,99
94,99
100,99
-----TASK1-----
100,99
100,99
100,99
100,99
100,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
105,99
105,99
105,99
105,99
105,99
105,99
105,99
105,99
98,99
98,99
98,99
98,99
98,99
98,99
98,99
98,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
93,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
101,99
104,97
104,97
104,97
104,97
104,97
104,97
104,97
104,97
123,94
123,94
123,94
123,94
123,94
123,94
123,94
123,94
125,95
125,95
125,95
125,95
-----TASK1-----
116,95
116,95
116,95
116,95
116,95
116,95
116,95
116,95
116,96
116,96
116,96
116,96
116,96
116,96
116,96
116,96
111,96
111,96
111,96
111,96
111,96
111,96
111,96
111,96
113,97
113,97
113,97
113,97
113,97
113,97
113,97
113,97
126,97
126,97
126,97
126,97
126,97
126,97
126,97
126,97
122,98
122,98
122,98
122,98
122,98
122,98
122,98
114,99
114,99
114,99
114,99
114,99
114,99
114,99
114,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
104,99
104,99
104,99
104,99
104,99
104,99
104,99
104,99
99,98
99,98
99,98
99,98
99,98
99,98
99,98
99,98
99,98
97,98
97,98
97,98
97,98
97,98
97,98
97,98
97,98
101,97
101,97
101,97
101,97
101,97
101,97
101,97
101,97
102,97
102,97
102,97
102,97
102,97
102,97
102,97
102,97
93,96
93,96
93,96
93,96
93,96
93,96
93,96
93,96
80,96
80,96
80,96
80,96
80,96
80,96
80,96
80,96
75,95
75,95
75,95
75,95
75,95
75,95
75,95
68,97
68,97
68,97
68,97
68,97
68,97
68,97
68,97
68,97
68,96
68,96
68,96
68,96
68,96
68,96
68,96
68,96
67,96
67,96
67,96
67,96
67,96
67,96
67,96
67,96
65,95
65,95
65,95
65,95
65,95
65,95
65,95
65,95
75,95
75,95
75,95
75,95
75,95
75,95
75,95
75,95
105,94
