Training Name: Trening Wtorek
-----TASK1-----
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
95,98
95,98
95,98
95,98
95,98
95,98
95,98
95,98
84,98
84,98
84,98
84,98
84,98
84,98
84,98
84,98
78,98
78,98
78,98
78,98
78,98
78,98
78,98
78,98
76,97
76,97
76,97
76,97
76,97
76,97
76,97
76,97
75,96
75,96
75,96
75,96
75,96
75,96
75,96
75,96
80,97
80,97
80,97
80,97
80,97
80,97
80,97
80,97
85,97
85,97
85,97
85,97
85,97
85,97
85,97
85,97
82,97
82,97
82,97
82,97
82,97
82,97
82,97
82,97
88,98
88,98
88,98
88,98
88,98
88,98
88,98
88,98
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
111,99
111,99
111,99
111,99
111,99
111,99
111,99
111,99
125,99
125,99
125,99
125,99
125,99
125,99
125,99
125,99
128,99
128,99
128,99
128,99
128,99
128,99
128,99
128,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
119,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
113,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
116,99
116,99
116,99
116,99
116,99
116,99
116,99
116,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
121,99
128,99
128,99
128,99
128,99
128,99
128,99
128,99
128,99
121,98
121,98
121,98
121,98
121,98
121,98
121,98
121,98
107,98
107,98
107,98
107,98
107,98
107,98
107,98
107,98
109,99
109,99
109,99
109,99
109,99
109,99
109,99
109,99
106,99
106,99
106,99
106,99
106,99
106,99
106,99
106,99
108,99
108,99
108,99
108,99
108,99
108,99
108,99
108,99
106,99
106,99
106,99
106,99
106,99
106,99
106,99
106,99
105,99
105,99
105,99
105,99
105,99
105,99
105,99
105,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
97,99
90,99
90,99
90,99
90,99
90,99
90,99
90,99
90,99
89,99
89,99
89,99
89,99
89,99
89,99
89,99
89,99
99,100
99,100
99,100
99,100
99,100
99,100
99,100
99,100
94,100
94,100
94,100
94,100
94,100
94,100
94,100
94,100
